,-1,-0.5,-0.001,0.01,0.1,1,
10,7.40977513473,7.40977513473,7.40977513473,7.23360871858,7.23360871858,7.23360871858,
-2,7.23360871858,7.23360871858,7.23360871858,7.40977513473,7.40977513473,7.40977513473,
-1,7.23360871858,7.23360871858,7.23360871858,7.40977513473,7.40977513473,7.40977513473,
0,7.488,7.488,7.488,7.488,7.488,7.488,
50,7.40977513473,7.40977513473,7.40977513473,7.23360871858,7.23360871858,7.23360871858,
100,7.40977513473,7.40977513473,7.40977513473,7.23360871858,7.23360871858,7.23360871858,
1000,7.40977513473,7.40977513473,7.40977513473,7.23360871858,7.23360871858,7.23360871858,
